order_value_inr,cart_value,discount_amount,shipping_fee,delivery_distance_km,delivery_attempts,user_tenure_days,historical_orders,historical_rto_count,historical_rto_rate,customer_lifetime_value,previous_cod_orders,previous_cod_rtos,order_hour,order_dow,city_tier,item_category,payment_method,time_of_day,device_os,seller_type,warehouse_zone,new_vs_returning_user,actual_rto,rto_risk_score,risk_band
3730,4630,900,0,14.8,1,1021,10,3,0.3,17740,6,3,6,1,Tier 3,Home & Kitchen,Prepaid,Morning,Android,Marketplace_3P,South,Returning,0,6.5,Low
3170,3170,0,0,17.5,1,733,9,2,0.222,19640,6,2,14,1,Tier 2,Electronics,CoD,Afternoon,Android,Local_SmallSeller,West,Returning,0,13.7,Low
10990,12120,1130,0,39.2,1,203,3,1,0.333,1930,1,1,22,4,Tier 3,Appliances,CoD,Late_Night,iOS,Local_SmallSeller,East,Returning,0,47.4,High
830,920,90,0,5.3,3,268,3,2,0.667,6640,1,1,20,5,Tier 1,Fashion,Prepaid,Evening,Android,Local_SmallSeller,Central,Returning,0,5.2,Low
4490,4550,60,0,16.8,1,960,10,0,0.0,38440,7,0,8,3,Tier 3,Electronics,Prepaid,Morning,Android,Marketplace_3P,North,Returning,0,7.3,Low
8370,10770,2400,0,3.4,1,1346,17,3,0.176,12260,13,3,0,2,Tier 2,Mobiles,Prepaid,Late_Night,Android,Local_SmallSeller,West,Returning,1,8.7,Low
880,1000,120,0,19.9,2,1290,16,6,0.375,33470,5,4,10,4,Tier 1,Beauty,CoD,Morning,Android,Local_SmallSeller,West,Returning,0,12.3,Low
8940,9690,750,0,71.9,1,667,5,1,0.2,22070,1,1,16,3,Tier 3,Appliances,CoD,Afternoon,iOS,Marketplace_3P,Central,Returning,1,26.7,Medium
9350,10120,770,0,4.6,1,133,3,0,0.0,2840,1,0,19,5,Tier 1,Mobiles,CoD,Evening,iOS,Local_SmallSeller,South,Returning,1,15.9,Low
1590,1980,390,0,8.7,1,824,10,4,0.4,13820,8,4,8,4,Tier 1,Footwear,CoD,Morning,Android,Marketplace_3P,West,Returning,0,7.6,Low
2090,2530,440,0,6.5,1,449,8,0,0.0,12200,3,0,8,5,Tier 1,Fashion,Prepaid,Morning,Android,Local_SmallSeller,West,Returning,0,2.6,Low
13460,16250,2790,0,44.8,1,999,8,1,0.125,24510,3,1,13,1,Tier 3,Mobiles,CoD,Afternoon,Android,Marketplace_3P,North,Returning,1,25.5,Medium
10510,13090,2580,0,16.4,1,943,14,1,0.071,41780,9,1,20,0,Tier 2,Appliances,CoD,Evening,Android,Flagship_1P,East,Returning,0,13.7,Low
2070,2640,570,0,23.9,1,1428,15,0,0.0,21340,10,0,22,0,Tier 3,Electronics,CoD,Late_Night,Android,Marketplace_3P,North,Returning,1,40.0,Medium
810,1020,210,0,17.9,1,816,11,1,0.091,19770,5,1,5,2,Tier 3,Fashion,Prepaid,Morning,Android,Local_SmallSeller,Central,Returning,0,6.2,Low
1390,1670,280,0,3.6,1,1018,13,3,0.231,790,3,3,6,6,Tier 1,Fashion,Prepaid,Morning,Android,Flagship_1P,South,Returning,0,2.3,Low
8920,10390,1470,0,20.2,1,1296,17,3,0.176,39220,14,3,7,0,Tier 2,Electronics,Prepaid,Morning,Android,Local_SmallSeller,East,Returning,1,11.0,Low
3780,3950,170,0,4.7,2,100,2,0,0.0,3950,0,0,18,4,Tier 2,Fashion,Prepaid,Evening,Android,Local_SmallSeller,East,Returning,0,6.2,Low
6420,7250,830,0,8.5,1,898,7,1,0.143,2280,3,1,15,0,Tier 1,Electronics,CoD,Afternoon,Android,Local_SmallSeller,North,Returning,0,12.3,Low
1200,1240,40,0,8.2,3,971,14,3,0.214,3900,7,3,14,1,Tier 2,Fashion,CoD,Afternoon,Android,Local_SmallSeller,Central,Returning,0,9.7,Low
20300,22800,2500,0,11.5,1,1015,13,3,0.231,20070,8,3,13,5,Tier 2,Mobiles,CoD,Afternoon,Android,Marketplace_3P,South,Returning,0,14.8,Low
2770,3330,560,0,25.0,1,573,8,0,0.0,8490,2,0,11,3,Tier 2,Fashion,Prepaid,Morning,Android,Flagship_1P,West,Returning,0,5.2,Low
650,670,20,0,12.5,1,527,8,0,0.0,8510,4,0,0,6,Tier 3,Grocery,CoD,Late_Night,Android,Marketplace_3P,West,Returning,0,13.7,Low
580,620,40,0,7.3,1,454,5,1,0.2,2440,4,1,0,4,Tier 2,Books,Prepaid,Late_Night,iOS,Marketplace_3P,South,Returning,0,5.2,Low
2270,2720,450,0,5.6,3,1257,17,6,0.353,34250,5,3,6,3,Tier 1,Fashion,Prepaid,Morning,iOS,Flagship_1P,Central,Returning,0,3.0,Low
3010,4020,1010,0,4.6,1,190,1,0,0.0,2240,1,0,12,1,Tier 1,Beauty,Prepaid,Afternoon,Android,Flagship_1P,South,New,0,4.0,Low
7310,9320,2010,0,18.2,1,573,7,0,0.0,14520,6,0,19,2,Tier 2,Electronics,Prepaid,Evening,iOS,Marketplace_3P,South,Returning,0,7.6,Low
160,210,50,0,16.5,2,481,7,1,0.143,3510,3,1,15,0,Tier 3,Books,CoD,Afternoon,Android,Marketplace_3P,South,Returning,0,13.7,Low
3420,3980,560,0,6.0,1,927,10,5,0.5,1940,7,5,16,1,Tier 2,Fashion,CoD,Afternoon,Android,Local_SmallSeller,West,Returning,0,13.7,Low
740,820,80,0,2.6,1,342,5,1,0.2,12950,4,1,8,2,Tier 2,Beauty,CoD,Morning,Android,Local_SmallSeller,South,Returning,0,9.7,Low
840,970,130,0,1.6,2,704,8,3,0.375,7690,2,2,10,5,Tier 1,Footwear,CoD,Morning,Android,Marketplace_3P,West,Returning,1,7.3,Low
15520,18450,2930,0,19.6,1,213,4,1,0.25,580,1,1,14,1,Tier 3,Electronics,CoD,Afternoon,Android,Local_SmallSeller,East,Returning,0,43.3,Medium
640,840,200,0,21.4,2,1166,10,2,0.2,8890,7,2,10,0,Tier 2,Grocery,CoD,Morning,Android,Marketplace_3P,West,Returning,0,13.3,Low
1020,1180,160,0,3.4,1,462,9,7,0.778,28640,5,5,19,5,Tier 1,Fashion,Prepaid,Evening,Android,Marketplace_3P,Central,Returning,0,3.7,Low
440,540,100,40,9.2,2,381,6,3,0.5,5690,5,3,22,6,Tier 1,Grocery,Prepaid,Late_Night,Android,Flagship_1P,South,Returning,0,5.2,Low
7440,8760,1320,0,13.7,1,963,18,2,0.111,12050,13,2,23,5,Tier 2,Mobiles,CoD,Late_Night,Android,Local_SmallSeller,Central,Returning,0,19.6,Low
2330,3000,670,0,9.7,1,875,11,0,0.0,14440,8,0,0,3,Tier 1,Fashion,CoD,Late_Night,iOS,Flagship_1P,Central,Returning,0,7.6,Low
990,1260,270,0,23.4,2,966,7,0,0.0,13640,2,0,6,6,Tier 2,Toys,Prepaid,Morning,Android,Marketplace_3P,Central,Returning,0,5.4,Low
1360,1750,390,0,6.8,3,1225,17,11,0.647,15710,7,4,1,0,Tier 1,Grocery,Prepaid,Late_Night,iOS,Local_SmallSeller,West,Returning,1,5.5,Low
7410,7680,270,0,6.3,1,728,10,2,0.2,15580,4,2,18,4,Tier 1,Electronics,Prepaid,Evening,Android,Marketplace_3P,South,Returning,0,4.0,Low
1120,1490,370,0,32.6,1,313,8,1,0.125,15380,2,1,1,0,Tier 2,Toys,CoD,Late_Night,Android,Flagship_1P,Central,Returning,0,13.7,Low
430,470,40,40,5.5,1,1126,11,4,0.364,35690,4,3,7,1,Tier 1,Grocery,CoD,Morning,Android,Marketplace_3P,East,Returning,0,6.2,Low
1970,2590,620,0,5.2,1,995,12,3,0.25,16760,10,3,15,4,Tier 1,Footwear,CoD,Afternoon,Android,Marketplace_3P,South,Returning,0,5.5,Low
1950,2390,440,0,10.9,1,1039,12,2,0.167,29940,5,2,21,4,Tier 1,Fashion,Prepaid,Evening,Android,Marketplace_3P,Central,Returning,0,2.6,Low
3550,4070,520,0,10.4,1,1471,14,4,0.286,9850,6,4,19,4,Tier 3,Electronics,CoD,Evening,iOS,Marketplace_3P,North,Returning,0,19.6,Low
1790,1910,120,0,11.3,1,735,8,1,0.125,7120,6,1,8,6,Tier 2,Toys,Prepaid,Morning,iOS,Marketplace_3P,North,Returning,0,3.9,Low
1060,1140,80,0,12.1,1,679,12,2,0.167,4790,9,2,16,6,Tier 2,Beauty,Prepaid,Afternoon,Android,Flagship_1P,East,Returning,0,3.7,Low
620,760,140,0,21.3,1,107,1,1,1.0,270,1,1,3,2,Tier 1,Fashion,Prepaid,Late_Night,Android,Marketplace_3P,East,New,0,9.7,Low
5570,6370,800,0,9.7,1,594,9,5,0.556,7980,3,3,13,1,Tier 2,Electronics,Prepaid,Afternoon,iOS,Marketplace_3P,Central,Returning,0,8.7,Low
1660,2210,550,0,8.2,1,35,1,1,1.0,300,1,1,16,1,Tier 2,Footwear,CoD,Afternoon,iOS,Marketplace_3P,South,New,0,19.6,Low
350,430,80,0,40.0,1,406,8,1,0.125,3830,6,1,0,5,Tier 3,Beauty,CoD,Late_Night,Android,Flagship_1P,East,Returning,0,19.6,Low
3060,3160,100,0,21.6,1,718,7,6,0.857,5180,2,1,22,1,Tier 2,Fashion,CoD,Late_Night,Android,Marketplace_3P,West,Returning,0,25.5,Medium
1080,1180,100,0,7.2,2,1333,20,10,0.5,24410,12,10,6,1,Tier 3,Home & Kitchen,Prepaid,Morning,iOS,Marketplace_3P,West,Returning,0,6.5,Low
880,1050,170,0,11.2,1,858,8,1,0.125,5840,3,1,15,1,Tier 2,Grocery,CoD,Afternoon,Android,Marketplace_3P,South,Returning,0,8.7,Low
2180,2370,190,0,24.8,1,1301,17,4,0.235,15710,6,4,23,3,Tier 2,Books,Prepaid,Late_Night,iOS,Marketplace_3P,Central,Returning,0,6.5,Low
2550,3200,650,0,12.9,1,1198,15,12,0.8,21690,4,2,16,6,Tier 3,Electronics,Prepaid,Afternoon,Android,Flagship_1P,Central,Returning,0,9.7,Low
4160,4260,100,0,11.6,2,239,2,1,0.5,1120,1,1,0,3,Tier 2,Appliances,CoD,Late_Night,Android,Local_SmallSeller,South,Returning,0,25.5,Medium
1720,1910,190,0,13.5,1,1025,11,6,0.545,6700,8,5,9,3,Tier 2,Fashion,CoD,Morning,Android,Marketplace_3P,South,Returning,0,13.7,Low
8800,10150,1350,0,12.3,1,754,10,2,0.2,20260,3,2,23,0,Tier 1,Appliances,Prepaid,Late_Night,iOS,Marketplace_3P,North,Returning,0,5.4,Low
1940,2380,440,0,12.0,1,916,10,5,0.5,14480,5,4,10,0,Tier 2,Home & Kitchen,CoD,Morning,Android,Marketplace_3P,East,Returning,0,13.3,Low
1110,1350,240,0,2.9,1,1281,18,1,0.056,9380,12,1,15,5,Tier 1,Toys,Prepaid,Afternoon,Android,Flagship_1P,West,Returning,0,0.9,Low
550,690,140,0,17.9,1,492,8,0,0.0,18800,4,0,4,1,Tier 3,Grocery,CoD,Late_Night,Android,Marketplace_3P,East,Returning,0,16.8,Low
2740,2940,200,0,12.0,1,807,13,2,0.154,18530,6,2,20,1,Tier 2,Electronics,Prepaid,Evening,iOS,Marketplace_3P,East,Returning,0,4.0,Low
16810,21220,4410,0,13.4,1,953,12,4,0.333,16020,3,2,19,5,Tier 3,Electronics,CoD,Evening,iOS,Marketplace_3P,West,Returning,0,26.9,Medium
6710,8800,2090,0,5.2,1,256,5,0,0.0,8090,4,0,1,3,Tier 2,Mobiles,CoD,Late_Night,Android,Local_SmallSeller,East,Returning,0,19.6,Low
1730,2120,390,0,10.7,1,625,10,1,0.1,4450,9,1,21,1,Tier 2,Fashion,CoD,Evening,Android,Flagship_1P,West,Returning,0,8.7,Low
1060,1210,150,0,3.4,1,1148,9,0,0.0,9580,4,0,0,3,Tier 2,Fashion,CoD,Late_Night,Android,Marketplace_3P,West,Returning,0,7.6,Low
570,730,160,0,6.2,2,898,7,1,0.143,2280,3,1,22,2,Tier 2,Fashion,Prepaid,Late_Night,Android,Local_SmallSeller,Central,Returning,0,5.4,Low
3940,5280,1340,0,11.7,1,965,16,2,0.125,12080,13,2,7,6,Tier 2,Electronics,Prepaid,Morning,Android,Flagship_1P,West,Returning,0,5.2,Low
3320,4300,980,0,16.9,1,446,4,1,0.25,11040,2,1,16,0,Tier 3,Electronics,CoD,Afternoon,Android,Local_SmallSeller,West,Returning,1,25.5,Medium
560,730,170,0,4.2,2,554,7,2,0.286,7360,4,2,0,0,Tier 2,Grocery,Prepaid,Late_Night,Android,Marketplace_3P,West,Returning,0,5.2,Low
1380,1820,440,0,14.4,2,691,15,4,0.267,26520,13,4,15,4,Tier 2,Home & Kitchen,CoD,Afternoon,Android,Marketplace_3P,South,Returning,1,9.7,Low
9300,11240,1940,0,7.9,1,442,5,1,0.2,10150,3,1,12,5,Tier 1,Mobiles,Prepaid,Afternoon,Android,Marketplace_3P,East,Returning,1,5.4,Low
2540,3200,660,0,15.1,1,1277,13,5,0.385,8460,8,5,10,3,Tier 3,Fashion,Prepaid,Morning,Android,Flagship_1P,South,Returning,0,6.7,Low
520,590,70,0,7.7,3,573,11,2,0.182,13120,8,2,23,1,Tier 1,Beauty,Prepaid,Late_Night,Android,Marketplace_3P,Central,Returning,0,3.6,Low
5150,5560,410,0,13.0,1,1252,16,2,0.125,29700,13,2,15,5,Tier 1,Electronics,Prepaid,Afternoon,Android,Local_SmallSeller,West,Returning,0,5.2,Low
4170,4260,90,0,9.0,1,817,8,0,0.0,11300,4,0,7,6,Tier 1,Electronics,Prepaid,Morning,Android,Flagship_1P,South,Returning,0,3.0,Low
2120,2150,30,0,14.0,1,741,13,0,0.0,8250,8,0,0,5,Tier 3,Home & Kitchen,CoD,Late_Night,iOS,Marketplace_3P,Central,Returning,1,13.7,Low
1870,2040,170,0,20.7,1,1062,12,0,0.0,4710,10,0,6,5,Tier 2,Footwear,Prepaid,Morning,Android,Marketplace_3P,Central,Returning,0,3.9,Low
5230,5720,490,0,14.1,1,1228,11,2,0.182,29860,8,2,16,0,Tier 3,Electronics,CoD,Afternoon,Android,Local_SmallSeller,East,Returning,1,25.5,Medium
2550,3020,470,0,10.4,1,506,6,1,0.167,9260,4,1,17,3,Tier 2,Footwear,Prepaid,Evening,Android,Flagship_1P,North,Returning,0,4.0,Low
1470,1790,320,0,11.7,1,565,7,1,0.143,2210,2,1,13,2,Tier 3,Home & Kitchen,CoD,Afternoon,Android,Marketplace_3P,West,Returning,1,11.0,Low
1520,1610,90,0,38.1,1,720,11,3,0.273,17050,9,3,5,6,Tier 2,Fashion,CoD,Morning,Android,Flagship_1P,West,Returning,0,12.3,Low
660,850,190,0,6.9,1,185,1,0,0.0,1030,1,0,16,0,Tier 1,Fashion,Prepaid,Afternoon,Android,Marketplace_3P,South,New,0,4.4,Low
1200,1500,300,0,6.0,1,1210,15,4,0.267,34280,13,4,15,4,Tier 1,Footwear,CoD,Afternoon,iOS,Local_SmallSeller,Central,Returning,0,7.3,Low
1180,1190,10,0,8.1,1,1022,12,0,0.0,27510,7,0,18,3,Tier 2,Fashion,CoD,Evening,Android,Marketplace_3P,South,Returning,0,5.4,Low
810,950,140,0,5.7,1,734,10,3,0.3,8480,5,3,4,6,Tier 1,Grocery,Prepaid,Late_Night,Android,Marketplace_3P,East,Returning,0,3.0,Low
6900,7560,660,0,10.9,1,461,5,3,0.6,7130,1,1,2,5,Tier 2,Electronics,CoD,Late_Night,Android,Marketplace_3P,Central,Returning,1,35.0,Medium
26160,35150,8990,0,5.4,1,301,3,0,0.0,9480,1,0,1,3,Tier 2,Mobiles,CoD,Late_Night,Android,Local_SmallSeller,Central,Returning,1,24.7,Medium
780,1000,220,0,31.5,2,675,4,1,0.25,8220,1,1,17,1,Tier 3,Beauty,CoD,Evening,Android,Marketplace_3P,West,Returning,0,20.2,Medium
15770,17260,1490,0,11.4,2,1299,16,3,0.188,39920,5,3,23,4,Tier 1,Appliances,Prepaid,Late_Night,Android,Marketplace_3P,East,Returning,0,5.5,Low
370,390,20,0,9.3,1,352,4,1,0.25,4690,3,1,19,4,Tier 1,Grocery,CoD,Evening,Android,Marketplace_3P,Central,Returning,0,7.6,Low
520,690,170,0,2.6,1,1361,18,1,0.056,16810,4,1,20,3,Tier 1,Footwear,CoD,Evening,Android,Marketplace_3P,South,Returning,0,3.7,Low
410,530,120,40,12.5,1,18,1,0,0.0,650,1,0,18,0,Tier 3,Books,CoD,Evening,iOS,Marketplace_3P,South,New,0,20.2,Medium
470,480,10,60,10.3,1,1071,14,0,0.0,18510,3,0,16,3,Tier 1,Grocery,Prepaid,Afternoon,Android,Marketplace_3P,North,Returning,0,1.8,Low
7360,9570,2210,0,1.1,1,1081,7,0,0.0,17190,4,0,10,6,Tier 1,Electronics,Prepaid,Morning,Android,Local_SmallSeller,Central,Returning,0,5.2,Low
710,880,170,0,12.0,1,877,15,9,0.6,9130,3,3,15,4,Tier 1,Footwear,CoD,Afternoon,Android,Local_SmallSeller,South,Returning,0,11.0,Low
6420,7300,880,0,14.1,1,1384,16,4,0.25,8890,11,4,3,0,Tier 3,Mobiles,CoD,Late_Night,Android,Marketplace_3P,East,Returning,0,26.9,Medium
420,460,40,40,19.1,1,167,6,0,0.0,24160,2,0,18,6,Tier 2,Books,Prepaid,Evening,Android,Marketplace_3P,Central,Returning,0,4.0,Low
1840,2270,430,0,6.4,1,1178,14,1,0.071,11910,5,1,3,5,Tier 3,Footwear,CoD,Late_Night,Android,Local_SmallSeller,East,Returning,0,13.7,Low
1830,1830,0,0,4.7,2,1293,23,3,0.13,37560,11,3,22,1,Tier 1,Fashion,Prepaid,Late_Night,Android,Marketplace_3P,South,Returning,0,2.6,Low
430,490,60,0,9.1,1,814,5,4,0.8,7110,1,1,15,6,Tier 1,Grocery,CoD,Afternoon,Android,Marketplace_3P,Central,Returning,0,9.7,Low
3240,3670,430,0,0.8,1,371,4,0,0.0,15090,3,0,19,0,Tier 2,Fashion,Prepaid,Evening,Android,Flagship_1P,East,Returning,0,3.7,Low
320,360,40,0,1.2,2,399,4,0,0.0,3170,1,0,15,3,Tier 1,Grocery,Prepaid,Afternoon,Android,Flagship_1P,Central,Returning,0,2.3,Low
4070,4730,660,0,8.6,1,1264,20,3,0.15,82500,12,3,9,0,Tier 1,Electronics,Prepaid,Morning,Android,Marketplace_3P,East,Returning,0,3.0,Low
10550,10920,370,0,32.3,1,148,2,2,1.0,1040,1,1,16,2,Tier 3,Electronics,CoD,Afternoon,iOS,Flagship_1P,South,Returning,0,54.7,High
10860,13680,2820,0,25.1,1,355,7,1,0.143,3810,6,1,2,2,Tier 1,Electronics,CoD,Late_Night,Android,Marketplace_3P,South,Returning,0,26.9,Medium
11560,14780,3220,0,17.7,1,375,5,0,0.0,7260,2,0,0,4,Tier 3,Electronics,CoD,Late_Night,Android,Local_SmallSeller,North,Returning,1,68.3,High
270,360,90,40,9.2,1,382,7,1,0.143,36900,2,1,11,4,Tier 2,Books,CoD,Morning,Android,Marketplace_3P,North,Returning,0,7.6,Low
1020,1070,50,0,4.5,1,1243,18,2,0.111,45820,4,2,4,2,Tier 1,Fashion,Prepaid,Late_Night,iOS,Flagship_1P,South,Returning,0,2.3,Low
220,240,20,40,1.2,1,1015,12,2,0.167,32150,11,2,19,5,Tier 2,Books,CoD,Evening,iOS,Marketplace_3P,South,Returning,0,5.4,Low
1040,1250,210,0,17.3,1,1397,15,4,0.267,14290,13,4,7,1,Tier 2,Footwear,Prepaid,Morning,Android,Local_SmallSeller,North,Returning,0,5.2,Low
2020,2050,30,0,7.7,2,586,7,1,0.143,20330,4,1,8,2,Tier 1,Footwear,Prepaid,Morning,Android,Local_SmallSeller,West,Returning,0,3.0,Low
430,470,40,0,5.6,1,302,5,0,0.0,4320,3,0,11,4,Tier 2,Beauty,Prepaid,Morning,Android,Flagship_1P,East,Returning,0,3.0,Low
4390,5840,1450,0,20.3,1,612,11,7,0.636,15220,4,3,15,2,Tier 2,Electronics,CoD,Afternoon,Android,Marketplace_3P,South,Returning,0,19.6,Low
14050,14750,700,0,8.1,1,19,2,1,0.5,430,1,1,8,1,Tier 3,Mobiles,CoD,Morning,iOS,Local_SmallSeller,East,Returning,1,30.0,Medium
180,220,40,40,12.3,3,954,16,1,0.062,10850,13,1,21,0,Tier 2,Books,Prepaid,Evening,Android,Flagship_1P,North,Returning,0,3.9,Low
3240,3570,330,0,13.9,2,847,8,2,0.25,870,7,2,14,5,Tier 2,Footwear,CoD,Afternoon,Android,Marketplace_3P,North,Returning,0,13.7,Low
5180,6880,1700,0,7.2,1,128,1,0,0.0,2160,1,0,19,6,Tier 1,Appliances,Prepaid,Evening,Android,Local_SmallSeller,Central,New,0,7.6,Low
760,870,110,0,9.5,1,489,6,0,0.0,1880,4,0,10,5,Tier 2,Beauty,Prepaid,Morning,Android,Flagship_1P,South,Returning,0,3.7,Low
1310,1310,0,0,13.0,1,669,6,1,0.167,4950,2,1,2,3,Tier 2,Fashion,Prepaid,Late_Night,Android,Marketplace_3P,East,Returning,0,5.4,Low
510,560,50,0,32.7,1,299,8,1,0.125,20560,7,1,12,2,Tier 3,Fashion,CoD,Afternoon,iOS,Marketplace_3P,North,Returning,0,13.7,Low
810,950,140,0,4.7,1,809,12,1,0.083,23890,10,1,20,6,Tier 1,Books,Prepaid,Evening,Android,Flagship_1P,South,Returning,0,0.9,Low
3130,3460,330,0,8.1,1,599,10,8,0.8,4690,3,3,18,6,Tier 2,Electronics,CoD,Evening,Android,Marketplace_3P,Central,Returning,1,14.8,Low
470,630,160,40,5.5,1,363,9,2,0.222,6310,6,2,12,3,Tier 1,Beauty,CoD,Afternoon,iOS,Marketplace_3P,Central,Returning,0,5.4,Low
1060,1430,370,0,29.1,2,12,1,0,0.0,1440,0,0,16,4,Tier 2,Footwear,CoD,Afternoon,Android,Marketplace_3P,East,New,0,24.7,Medium
1090,1260,170,0,3.2,1,775,6,2,0.333,19390,4,2,1,3,Tier 2,Footwear,CoD,Late_Night,Android,Marketplace_3P,West,Returning,0,9.7,Low
780,840,60,0,4.8,1,1053,15,6,0.4,28330,5,5,10,0,Tier 2,Footwear,CoD,Morning,Android,Local_SmallSeller,North,Returning,0,8.7,Low
890,1050,160,0,15.5,1,1045,15,5,0.333,13700,9,5,14,5,Tier 3,Fashion,CoD,Afternoon,iOS,Marketplace_3P,East,Returning,0,13.7,Low
900,1140,240,0,16.8,1,870,11,1,0.091,52230,5,1,18,0,Tier 1,Beauty,Prepaid,Evening,Android,Marketplace_3P,West,Returning,0,2.6,Low
28200,30040,1840,0,21.1,1,310,6,0,0.0,5140,3,0,1,4,Tier 3,Mobiles,CoD,Late_Night,Android,Flagship_1P,West,Returning,0,35.0,Medium
9640,12820,3180,0,3.4,1,639,8,0,0.0,5990,4,0,19,6,Tier 1,Electronics,Prepaid,Evening,Android,Marketplace_3P,Central,Returning,0,3.9,Low
730,830,100,0,16.2,2,1362,17,3,0.176,8610,6,3,23,3,Tier 2,Beauty,Prepaid,Late_Night,iOS,Local_SmallSeller,East,Returning,0,6.2,Low
480,480,0,60,11.1,1,1029,12,2,0.167,3750,7,2,8,6,Tier 1,Toys,Prepaid,Morning,iOS,Marketplace_3P,South,Returning,0,2.3,Low
520,650,130,0,8.4,1,610,8,1,0.125,45700,7,1,20,3,Tier 2,Grocery,CoD,Evening,Android,Marketplace_3P,North,Returning,0,7.3,Low
19000,23150,4150,0,5.7,1,598,16,0,0.0,22490,5,0,12,1,Tier 1,Electronics,CoD,Afternoon,Android,Marketplace_3P,South,Returning,0,8.7,Low
1110,1220,110,0,21.3,1,1167,6,1,0.167,8570,2,1,6,0,Tier 1,Grocery,Prepaid,Morning,Android,Marketplace_3P,South,Returning,0,3.9,Low
1870,2060,190,0,21.4,1,850,9,3,0.333,24520,7,3,23,3,Tier 2,Grocery,CoD,Late_Night,Android,Flagship_1P,West,Returning,1,16.8,Low
540,610,70,0,2.1,1,991,19,4,0.211,11260,8,4,19,5,Tier 1,Grocery,Prepaid,Evening,Android,Local_SmallSeller,East,Returning,0,2.3,Low
9930,11760,1830,0,1.4,1,712,10,0,0.0,31240,8,0,2,5,Tier 1,Electronics,CoD,Late_Night,Android,Flagship_1P,South,Returning,0,14.8,Low
3510,3760,250,0,6.8,1,855,12,2,0.167,7810,5,2,2,1,Tier 1,Toys,Prepaid,Late_Night,Android,Local_SmallSeller,East,Returning,0,4.0,Low
2180,2440,260,0,8.9,1,1269,11,1,0.091,34550,10,1,17,4,Tier 1,Home & Kitchen,Prepaid,Evening,Android,Marketplace_3P,South,Returning,0,1.8,Low
1040,1330,290,0,11.0,1,62,1,0,0.0,2550,0,0,20,1,Tier 1,Beauty,Prepaid,Evening,Android,Marketplace_3P,West,New,0,5.2,Low
1580,1630,50,0,9.7,1,198,3,0,0.0,4470,1,0,14,0,Tier 2,Home & Kitchen,Prepaid,Afternoon,Android,Marketplace_3P,North,Returning,0,3.9,Low
2240,2250,10,0,4.4,1,1369,18,12,0.667,22260,12,7,2,6,Tier 1,Fashion,CoD,Late_Night,Android,Marketplace_3P,Central,Returning,0,13.7,Low
1920,2570,650,0,40.5,3,1437,19,5,0.263,25430,15,5,14,1,Tier 3,Fashion,Prepaid,Afternoon,Android,Marketplace_3P,West,Returning,0,8.7,Low
7330,8690,1360,0,13.6,1,1396,19,2,0.105,52820,5,2,23,2,Tier 1,Electronics,Prepaid,Late_Night,Android,Local_SmallSeller,West,Returning,0,7.3,Low
1630,1760,130,0,13.6,1,493,7,1,0.143,20640,3,1,3,5,Tier 1,Toys,CoD,Late_Night,iOS,Local_SmallSeller,West,Returning,0,11.0,Low
1390,1750,360,0,11.7,2,242,6,3,0.5,4450,4,3,23,2,Tier 2,Footwear,Prepaid,Late_Night,Android,Marketplace_3P,Central,Returning,0,7.6,Low
13450,14360,910,0,7.1,3,208,3,0,0.0,5530,3,0,4,5,Tier 1,Mobiles,CoD,Late_Night,Android,Marketplace_3P,Central,Returning,0,19.6,Low
3310,4440,1130,0,3.6,1,1447,22,1,0.045,23140,16,1,4,4,Tier 1,Electronics,Prepaid,Late_Night,Android,Marketplace_3P,Central,Returning,0,2.6,Low
22310,29950,7640,0,14.4,3,329,7,1,0.143,17540,4,1,3,1,Tier 1,Mobiles,CoD,Late_Night,Android,Marketplace_3P,South,Returning,0,20.2,Medium
1060,1130,70,0,16.3,1,1481,12,3,0.25,28820,6,3,11,4,Tier 3,Footwear,CoD,Morning,Android,Marketplace_3P,North,Returning,0,11.0,Low
670,850,180,0,9.1,1,1191,8,0,0.0,7250,7,0,18,4,Tier 2,Books,Prepaid,Evening,iOS,Marketplace_3P,East,Returning,0,3.0,Low
1350,1440,90,0,16.1,2,995,11,2,0.182,27900,10,2,0,0,Tier 2,Beauty,CoD,Late_Night,Android,Flagship_1P,North,Returning,1,12.3,Low
950,970,20,0,5.6,2,125,6,0,0.0,22550,4,0,17,2,Tier 1,Beauty,Prepaid,Evening,Android,Marketplace_3P,West,Returning,1,2.3,Low
850,1090,240,0,7.2,2,1152,11,0,0.0,3220,7,0,20,3,Tier 1,Footwear,Prepaid,Evening,Android,Local_SmallSeller,North,Returning,0,2.3,Low
6760,8240,1480,0,14.7,1,124,3,2,0.667,1030,2,2,15,3,Tier 3,Electronics,CoD,Afternoon,iOS,Flagship_1P,North,Returning,0,39.1,Medium
930,1220,290,0,4.3,1,482,7,1,0.143,16130,4,1,18,3,Tier 1,Grocery,Prepaid,Evening,Android,Local_SmallSeller,North,Returning,0,2.3,Low
1220,1230,10,0,36.0,1,300,7,4,0.571,3870,5,3,6,2,Tier 3,Fashion,Prepaid,Morning,Android,Marketplace_3P,North,Returning,0,9.7,Low
1410,1810,400,0,19.3,1,104,1,1,1.0,1560,0,0,3,0,Tier 3,Home & Kitchen,Prepaid,Late_Night,Android,Local_SmallSeller,North,New,0,20.2,Medium
