order_value_inr,cart_value,discount_amount,shipping_fee,delivery_distance_km,delivery_attempts,user_tenure_days,historical_orders,historical_rto_count,historical_rto_rate,customer_lifetime_value,previous_cod_orders,previous_cod_rtos,order_hour,order_dow,city_tier,item_category,payment_method,time_of_day,device_os,seller_type,warehouse_zone,new_vs_returning_user,actual_rto,rto_risk_score,risk_band,rto_prob,segment,profit_no_intervention,in_top2_cohort,profit_static_fee50,dynamic_intervention,profit_dynamic
5560,5830,270,0,5.9,1,772,6,2,0.333,6610,4,2,19,0,Tier 2,Electronics,Prepaid,Evening,Android,Marketplace_3P,South,Returning,0,5.5,Low,0.055,Returning / Core,649.4680000000001,False,649.4680000000001,Prepaid_Incentive,659.2206000000001
12350,16580,4230,0,11.4,1,401,4,0,0.0,10030,1,0,13,1,Tier 3,Mobiles,CoD,Afternoon,Android,Local_SmallSeller,North,Returning,1,26.9,Medium,0.26899999999999996,High RTO / Low LTV,1322.214,True,1051.33482,Prepaid_Incentive,1410.0963
5350,6430,1080,0,7.0,1,649,4,1,0.25,8010,2,1,21,0,Tier 1,Home & Kitchen,CoD,Evening,Android,Marketplace_3P,North,Returning,0,9.7,Low,0.09699999999999999,Returning / Core,611.542,False,611.542,Prepaid_Incentive,628.2939
5700,5890,190,0,20.7,1,1213,16,3,0.188,10090,6,3,22,0,Tier 2,Mobiles,CoD,Late_Night,Android,Local_SmallSeller,North,Returning,0,24.7,Medium,0.247,High RTO / Low LTV,602.984,False,602.984,Prepaid_Incentive,647.5428
8010,10370,2360,0,6.4,1,684,6,2,0.333,2890,4,2,5,4,Tier 1,Electronics,Prepaid,Morning,Android,Local_SmallSeller,West,Returning,0,7.3,Low,0.073,Returning / Core,930.5108,False,930.5108,Prepaid_Incentive,947.38986
2630,3310,680,0,8.7,1,1339,12,2,0.167,19540,10,2,13,3,Tier 3,Fashion,CoD,Afternoon,Android,Marketplace_3P,South,Returning,0,9.7,Low,0.09699999999999999,Returning / Core,295.6956,False,295.6956,Prepaid_Incentive,306.64302000000004
3870,4250,380,0,15.9,1,1495,16,1,0.062,5640,4,1,9,3,Tier 1,Home & Kitchen,Prepaid,Morning,Android,Marketplace_3P,Central,Returning,0,2.6,Low,0.026000000000000002,Returning / Core,457.77520000000004,False,457.77520000000004,Prepaid_Incentive,461.41884000000005
480,580,100,40,19.3,1,341,5,1,0.2,6770,1,1,6,2,Tier 2,Beauty,CoD,Morning,Android,Flagship_1P,North,Returning,0,11.0,Low,0.11,Returning / Core,44.48799999999999,False,44.48799999999999,Fee_50_COD,75.43944
1180,1510,330,0,5.1,1,827,8,0,0.0,15680,2,0,7,6,Tier 2,Beauty,CoD,Morning,Android,Marketplace_3P,North,Returning,0,6.2,Low,0.062,Returning / Core,132.47360000000003,False,132.47360000000003,Fee_50_COD,140.95036800000003
940,1000,60,0,49.3,3,298,1,0,0.0,710,1,0,14,4,Tier 3,Books,CoD,Afternoon,Android,Flagship_1P,West,New,1,30.0,Medium,0.3,High RTO / Low LTV,71.51999999999998,False,71.51999999999998,Fee_50_COD,99.09360000000001
2320,2760,440,0,49.0,1,1242,16,5,0.312,23820,14,5,5,4,Tier 3,Fashion,CoD,Morning,Android,Marketplace_3P,South,Returning,0,16.8,Low,0.168,High RTO / High LTV,246.00959999999998,False,246.00959999999998,Prepaid_Incentive,263.82432
430,480,50,60,1.7,1,646,7,1,0.143,16060,6,1,21,4,Tier 2,Books,Prepaid,Evening,Android,Flagship_1P,West,Returning,0,2.6,Low,0.026000000000000002,Returning / Core,48.55279999999999,False,48.55279999999999,Fee_50_COD,77.280264
38350,46440,8090,0,10.6,1,1010,16,2,0.125,24050,11,2,10,2,Tier 3,Appliances,CoD,Morning,Android,Flagship_1P,South,Returning,0,14.8,Low,0.14800000000000002,High RTO / High LTV,4360.168,False,4360.168,Prepaid_Incentive,4493.1756
2500,2850,350,0,2.4,2,552,8,2,0.25,5480,3,2,20,0,Tier 2,Electronics,CoD,Evening,Android,Marketplace_3P,Central,Returning,0,9.7,Low,0.09699999999999999,Returning / Core,280.6,False,280.6,Prepaid_Incentive,291.27
10140,10870,730,0,6.4,2,522,13,1,0.077,14070,4,1,13,0,Tier 3,Appliances,Prepaid,Afternoon,Android,Marketplace_3P,East,Returning,0,7.6,Low,0.076,Returning / Core,1178.3744000000002,False,1178.3744000000002,Prepaid_Incentive,1199.5084800000002
27280,34870,7590,0,13.9,1,595,3,0,0.0,4850,1,0,1,6,Tier 1,Mobiles,CoD,Late_Night,Android,Marketplace_3P,West,Returning,0,20.2,Medium,0.20199999999999999,High RTO / Low LTV,3032.9775999999993,False,3032.9775999999993,Prepaid_Incentive,3165.3199199999995
1020,1030,10,0,6.8,1,634,7,1,0.143,5860,5,1,15,6,Tier 2,Beauty,CoD,Afternoon,Android,Marketplace_3P,North,Returning,0,7.6,Low,0.076,Returning / Core,111.6992,False,111.6992,Fee_50_COD,125.55849600000003
5430,6450,1020,0,7.4,1,725,8,3,0.375,11190,3,3,1,3,Tier 1,Electronics,Prepaid,Late_Night,Android,Marketplace_3P,East,Returning,0,5.4,Low,0.054000000000000006,Returning / Core,634.4712,False,634.4712,Prepaid_Incentive,643.89204
3470,4480,1010,0,7.7,1,1499,16,4,0.25,29730,7,4,19,5,Tier 2,Electronics,CoD,Evening,Android,Marketplace_3P,Central,Returning,0,8.7,Low,0.087,Low RTO / High LTV,395.62440000000004,False,395.62440000000004,Prepaid_Incentive,407.05098000000004
9420,11700,2280,0,2.5,2,471,10,2,0.2,20450,4,2,22,4,Tier 1,Appliances,Prepaid,Late_Night,Android,Marketplace_3P,West,Returning,0,5.4,Low,0.054000000000000006,Returning / Core,1104.6528,False,1104.6528,Prepaid_Incentive,1118.81376
15070,19400,4330,0,4.9,1,525,7,6,0.857,3700,4,3,1,5,Tier 1,Electronics,CoD,Late_Night,iOS,Local_SmallSeller,East,Returning,1,30.0,Medium,0.3,High RTO / Low LTV,1597.5600000000002,False,1597.5600000000002,Prepaid_Incentive,1713.5220000000002
2890,3290,400,0,2.8,1,413,4,1,0.25,9670,1,1,11,4,Tier 1,Footwear,Prepaid,Morning,iOS,Marketplace_3P,East,Returning,0,2.6,Low,0.026000000000000002,Returning / Core,341.1944,False,341.1944,Prepaid_Incentive,344.27747999999997
1350,1720,370,0,7.6,1,1008,18,2,0.111,52930,4,2,9,1,Tier 2,Fashion,Prepaid,Morning,Android,Local_SmallSeller,Central,Returning,0,3.9,Low,0.039,Low RTO / High LTV,155.994,False,155.994,Prepaid_Incentive,159.2973
16580,16810,230,0,30.7,1,877,15,9,0.6,9130,3,3,21,6,Tier 3,Mobiles,CoD,Evening,Android,Local_SmallSeller,North,Returning,0,35.0,Medium,0.35,High RTO / Low LTV,1722.48,True,1364.4144000000001,Prepaid_Incentive,1869.3960000000002
10520,12390,1870,0,4.8,1,1207,15,0,0.0,47690,9,0,18,2,Tier 1,Electronics,CoD,Evening,Android,Marketplace_3P,North,Returning,0,7.6,Low,0.076,Low RTO / High LTV,1222.8192000000001,False,1222.8192000000001,Prepaid_Incentive,1244.5886400000002
720,820,100,0,9.1,1,1191,17,9,0.529,11970,10,8,20,2,Tier 1,Fashion,Prepaid,Evening,iOS,Marketplace_3P,West,Returning,0,3.7,Low,0.037000000000000005,Returning / Core,81.6344,False,81.6344,Fee_50_COD,102.297672
1240,1250,10,0,4.8,1,50,2,1,0.5,3200,1,1,5,2,Tier 2,Fashion,CoD,Morning,iOS,Local_SmallSeller,East,Returning,0,13.7,Low,0.13699999999999998,Returning / Core,128.3048,False,128.3048,Prepaid_Incentive,139.57716000000002
2830,3370,540,0,37.6,1,167,4,0,0.0,10590,1,0,13,4,Tier 3,Footwear,Prepaid,Afternoon,Android,Marketplace_3P,Central,Returning,0,8.7,Low,0.087,Returning / Core,321.0516,False,321.0516,Prepaid_Incentive,331.25322
10000,13260,3260,0,6.8,1,1286,10,3,0.3,11240,5,3,17,3,Tier 3,Mobiles,CoD,Evening,Android,Marketplace_3P,North,Returning,0,19.6,Low,0.196,High RTO / Low LTV,1102.0,True,878.7600000000002,Prepaid_Incentive,1155.9
7190,8360,1170,0,2.8,1,976,11,7,0.636,7550,9,7,11,6,Tier 2,Electronics,Prepaid,Morning,Android,Local_SmallSeller,North,Returning,0,9.7,Low,0.09699999999999999,Returning / Core,825.2028,False,825.2028,Prepaid_Incentive,845.8812600000001
2420,2770,350,0,10.4,1,269,4,0,0.0,6520,3,0,0,4,Tier 3,Home & Kitchen,CoD,Late_Night,iOS,Marketplace_3P,South,Returning,0,19.6,Low,0.196,High RTO / Low LTV,251.82719999999998,False,251.82719999999998,Prepaid_Incentive,273.04224
2200,2690,490,0,6.4,1,1320,21,2,0.095,51070,12,2,21,0,Tier 1,Grocery,Prepaid,Evening,Android,Local_SmallSeller,East,Returning,0,2.3,Low,0.023,Low RTO / High LTV,259.676,False,259.676,Prepaid_Incentive,262.0542
1940,1960,20,0,9.6,1,1158,6,0,0.0,8360,4,0,12,3,Tier 2,Fashion,Prepaid,Afternoon,Android,Local_SmallSeller,Central,Returning,0,4.0,Low,0.04,Returning / Core,225.696,False,225.696,Prepaid_Incentive,229.60320000000002
310,340,30,60,35.0,1,300,4,0,0.0,1650,2,0,8,0,Tier 3,Grocery,CoD,Morning,Android,Marketplace_3P,West,Returning,0,16.8,Low,0.168,High RTO / Low LTV,18.3168,False,18.3168,Fee_50_COD,56.50358400000001
1420,1520,100,0,7.2,1,415,3,1,0.333,2520,2,1,18,0,Tier 2,Footwear,CoD,Evening,Android,Marketplace_3P,East,Returning,0,9.7,Low,0.09699999999999999,Returning / Core,155.19039999999998,False,155.19039999999998,Prepaid_Incentive,163.55567999999997
810,890,80,0,24.8,1,856,15,4,0.267,25680,12,4,15,6,Tier 2,Footwear,CoD,Afternoon,Android,Marketplace_3P,North,Returning,0,9.7,Low,0.09699999999999999,Low RTO / High LTV,84.35719999999999,False,84.35719999999999,Fee_20_COD,92.72943899999997
990,1280,290,0,29.0,1,866,10,3,0.3,14610,4,2,9,2,Tier 3,Fashion,CoD,Morning,Android,Marketplace_3P,East,Returning,0,14.8,Low,0.14800000000000002,High RTO / Low LTV,98.13919999999999,False,98.13919999999999,Fee_50_COD,116.583696
830,980,150,0,10.8,1,7,1,0,0.0,980,1,0,1,2,Tier 1,Home & Kitchen,CoD,Late_Night,Android,Flagship_1P,North,New,0,18.5,Low,0.185,High RTO / Low LTV,74.95800000000001,False,74.95800000000001,Fee_50_COD,99.67554000000001
1300,1660,360,0,41.9,1,188,4,1,0.25,1130,2,1,14,0,Tier 3,Beauty,CoD,Afternoon,Android,Marketplace_3P,Central,Returning,0,19.6,Low,0.196,High RTO / Low LTV,126.208,False,126.208,Prepaid_Incentive,142.5936
1380,1490,110,0,14.7,1,357,5,0,0.0,4520,2,0,3,0,Tier 2,Footwear,CoD,Late_Night,Android,Marketplace_3P,South,Returning,0,13.3,Low,0.133,Returning / Core,144.95839999999995,False,144.95839999999995,Prepaid_Incentive,156.31127999999995
1350,1810,460,0,10.4,1,775,10,1,0.1,12450,2,1,14,5,Tier 2,Toys,Prepaid,Afternoon,Android,Local_SmallSeller,Central,Returning,0,4.0,Low,0.04,Returning / Core,155.84,False,155.84,Prepaid_Incentive,159.228
2330,2860,530,0,3.8,2,1038,12,0,0.0,29070,7,0,1,0,Tier 1,Fashion,Prepaid,Late_Night,iOS,Flagship_1P,Central,Returning,0,2.3,Low,0.023,Low RTO / High LTV,275.1564,False,275.1564,Prepaid_Incentive,277.60038000000003
2010,2410,400,0,16.5,2,493,6,1,0.167,7680,4,1,18,5,Tier 2,Fashion,CoD,Evening,Android,Marketplace_3P,East,Returning,0,11.0,Low,0.11,Returning / Core,221.35600000000002,False,221.35600000000002,Prepaid_Incentive,232.27020000000002
1760,2090,330,0,25.5,1,1278,15,0,0.0,41450,8,0,16,5,Tier 1,Fashion,Prepaid,Afternoon,Android,Local_SmallSeller,East,Returning,0,3.9,Low,0.039,Low RTO / High LTV,204.55440000000002,False,204.55440000000002,Prepaid_Incentive,208.20948
700,930,230,0,20.7,1,625,5,0,0.0,2230,1,0,2,0,Tier 3,Grocery,CoD,Late_Night,Android,Marketplace_3P,West,Returning,0,19.6,Low,0.196,High RTO / Low LTV,58.912,False,58.912,Fee_50_COD,87.69456000000001
5870,7860,1990,0,3.2,1,1129,16,6,0.375,12110,8,6,21,3,Tier 1,Electronics,Prepaid,Evening,iOS,Local_SmallSeller,North,Returning,0,5.2,Low,0.052000000000000005,Returning / Core,686.9903999999999,False,686.9903999999999,Prepaid_Incentive,696.5656799999998
3920,4540,620,0,4.2,1,82,5,0,0.0,17960,4,0,13,0,Tier 1,Electronics,Prepaid,Afternoon,Android,Marketplace_3P,North,Returning,0,3.0,Low,0.03,Returning / Core,462.696,False,462.696,Prepaid_Incentive,466.93320000000006
3720,4580,860,0,29.8,1,811,11,3,0.273,6900,5,3,5,0,Tier 2,Home & Kitchen,Prepaid,Morning,Android,Marketplace_3P,North,Returning,0,6.7,Low,0.067,Returning / Core,429.73040000000003,False,429.73040000000003,Prepaid_Incentive,438.89868
150,180,30,40,5.8,1,1399,16,0,0.0,72110,10,0,6,6,Tier 1,Grocery,Prepaid,Morning,Android,Local_SmallSeller,South,Returning,0,1.8,Low,0.018000000000000002,Low RTO / High LTV,16.092,False,16.092,Fee_20_COD,32.25929
520,530,10,0,15.6,1,1487,16,2,0.125,23170,7,2,20,0,Tier 3,Books,CoD,Evening,iOS,Marketplace_3P,North,Returning,0,9.7,Low,0.09699999999999999,Low RTO / High LTV,50.682399999999994,False,50.682399999999994,Fee_20_COD,63.18803799999999
2180,2340,160,0,2.6,1,368,4,1,0.25,5510,1,1,12,1,Tier 3,Home & Kitchen,Prepaid,Afternoon,Android,Local_SmallSeller,East,Returning,0,6.7,Low,0.067,Returning / Core,249.05760000000004,False,249.05760000000004,Prepaid_Incentive,255.95592000000002
2060,2740,680,0,19.2,1,895,7,0,0.0,8630,6,0,2,2,Tier 2,Footwear,CoD,Late_Night,Android,Local_SmallSeller,Central,Returning,0,16.8,Low,0.168,High RTO / Low LTV,216.5568,False,216.5568,Prepaid_Incentive,233.41056
1080,1450,370,0,14.8,1,57,2,0,0.0,1890,1,0,6,0,Tier 1,Toys,CoD,Morning,Android,Flagship_1P,East,Returning,0,8.7,Low,0.087,Returning / Core,117.14160000000003,False,117.14160000000003,Fee_50_COD,129.85120800000004
2810,3040,230,0,9.2,1,1393,18,6,0.333,51470,7,6,9,1,Tier 2,Fashion,Prepaid,Morning,Android,Marketplace_3P,West,Returning,0,4.0,Low,0.04,Low RTO / High LTV,328.70399999999995,False,328.70399999999995,Prepaid_Incentive,333.37679999999995
860,960,100,0,4.9,2,1073,17,6,0.353,25350,10,6,1,3,Tier 2,Fashion,CoD,Late_Night,Android,Flagship_1P,North,Returning,0,11.0,Low,0.11,Low RTO / High LTV,88.41599999999998,False,88.41599999999998,Prepaid_Incentive,96.54719999999999
1730,1810,80,0,15.3,1,785,10,1,0.1,6050,4,1,11,1,Tier 2,Grocery,Prepaid,Morning,iOS,Local_SmallSeller,North,Returning,0,5.2,Low,0.052000000000000005,Returning / Core,198.80159999999995,False,198.80159999999995,Prepaid_Incentive,203.64071999999996
4050,4350,300,0,13.7,1,920,14,0,0.0,14860,12,0,17,3,Tier 1,Home & Kitchen,Prepaid,Evening,Android,Flagship_1P,Central,Returning,0,2.3,Low,0.023,Returning / Core,479.974,False,479.974,Prepaid_Incentive,483.2883
3520,4340,820,0,2.8,2,728,6,2,0.333,11910,3,2,3,3,Tier 1,Home & Kitchen,CoD,Late_Night,Android,Local_SmallSeller,East,Returning,0,13.7,Low,0.13699999999999998,Returning / Core,389.41040000000004,False,389.41040000000004,Prepaid_Incentive,407.55468
1100,1460,360,0,4.9,1,1397,14,1,0.071,20960,8,1,12,6,Tier 1,Toys,CoD,Afternoon,Android,Marketplace_3P,South,Returning,1,3.9,Low,0.039,Low RTO / High LTV,126.384,False,126.384,Prepaid_Incentive,129.4728
5110,6340,1230,0,2.0,1,773,11,3,0.273,7160,7,3,15,0,Tier 1,Electronics,Prepaid,Afternoon,iOS,Marketplace_3P,North,Returning,0,3.0,Low,0.03,Returning / Core,604.0680000000001,False,604.0680000000001,Prepaid_Incentive,609.0906
960,1240,280,0,8.6,3,945,14,9,0.643,9950,9,5,10,5,Tier 2,Fashion,Prepaid,Morning,Android,Marketplace_3P,West,Returning,0,5.4,Low,0.054000000000000006,Returning / Core,107.72639999999998,False,107.72639999999998,Fee_50_COD,122.191632
4450,5110,660,0,5.5,1,1373,15,1,0.067,5320,10,1,12,3,Tier 1,Mobiles,CoD,Afternoon,Android,Marketplace_3P,Central,Returning,0,5.4,Low,0.054000000000000006,Returning / Core,518.9879999999999,False,518.9879999999999,Prepaid_Incentive,527.2446
2250,2570,320,0,10.7,2,234,5,2,0.4,4530,2,1,8,4,Tier 3,Fashion,Prepaid,Morning,Android,Marketplace_3P,South,Returning,0,7.6,Low,0.076,Returning / Core,255.56,False,255.56,Prepaid_Incentive,263.502
530,550,20,0,3.9,1,899,12,3,0.25,42500,7,3,3,4,Tier 1,Books,Prepaid,Late_Night,Android,Local_SmallSeller,North,Returning,0,3.0,Low,0.03,Low RTO / High LTV,59.96399999999999,False,59.96399999999999,Fee_20_COD,70.76392999999999
1030,1080,50,0,2.1,1,71,2,0,0.0,940,1,0,5,0,Tier 1,Fashion,CoD,Morning,Android,Marketplace_3P,West,Returning,0,7.3,Low,0.073,Returning / Core,113.29240000000001,False,113.29240000000001,Fee_50_COD,126.70621200000002
1560,1880,320,0,15.6,1,327,2,1,0.5,5030,1,1,7,4,Tier 3,Fashion,CoD,Morning,Android,Local_SmallSeller,Central,Returning,0,20.2,Medium,0.20199999999999999,High RTO / Low LTV,154.39520000000002,False,154.39520000000002,Prepaid_Incentive,172.43784000000002
1420,1870,450,0,17.2,1,1210,15,1,0.067,43760,7,1,5,2,Tier 2,Home & Kitchen,CoD,Morning,Android,Marketplace_3P,East,Returning,0,7.6,Low,0.076,Low RTO / High LTV,158.48319999999998,False,158.48319999999998,Prepaid_Incentive,165.03743999999998
5920,6130,210,0,32.7,1,384,5,0,0.0,2650,1,0,6,3,Tier 3,Electronics,CoD,Morning,Android,Marketplace_3P,North,Returning,0,28.7,Medium,0.287,High RTO / Low LTV,613.7383999999998,True,512.403192,Prepaid_Incentive,666.9022799999999
4980,5360,380,0,11.8,1,354,8,1,0.125,34330,7,1,10,3,Tier 3,Appliances,Prepaid,Morning,Android,Marketplace_3P,East,Returning,0,6.5,Low,0.065,Low RTO / High LTV,578.1519999999999,False,578.1519999999999,Prepaid_Incentive,588.8483999999999
17160,22140,4980,0,2.7,2,837,12,6,0.5,31410,11,6,23,2,Tier 2,Mobiles,Prepaid,Late_Night,Android,Marketplace_3P,West,Returning,0,11.0,Low,0.11,Low RTO / High LTV,1972.696,False,1972.696,Prepaid_Incentive,2020.2731999999999
980,1060,80,0,12.4,1,657,5,0,0.0,7510,3,0,22,2,Tier 1,Fashion,CoD,Late_Night,Android,Marketplace_3P,East,Returning,0,9.7,Low,0.09699999999999999,Returning / Core,104.09760000000001,False,104.09760000000001,Fee_50_COD,120.19348800000002
13040,15010,1970,0,6.5,1,1327,14,2,0.143,10230,9,2,7,1,Tier 1,Mobiles,Prepaid,Morning,Android,Local_SmallSeller,East,Returning,0,6.5,Low,0.065,Returning / Core,1524.3959999999997,False,1524.3959999999997,Prepaid_Incentive,1546.6181999999997
1950,2440,490,0,23.7,1,107,2,2,1.0,1640,1,1,23,0,Tier 3,Home & Kitchen,Prepaid,Late_Night,Android,Marketplace_3P,East,Returning,1,16.8,Low,0.168,High RTO / Low LTV,204.096,False,204.096,Prepaid_Incentive,220.5432
1170,1340,170,0,21.9,1,1044,11,1,0.091,16620,6,1,9,0,Tier 2,Footwear,Prepaid,Morning,iOS,Flagship_1P,West,Returning,0,4.0,Low,0.04,Returning / Core,134.52799999999996,False,134.52799999999996,Fee_50_COD,142.10063999999997
420,520,100,60,7.2,1,1465,17,2,0.118,9550,5,2,6,5,Tier 1,Fashion,Prepaid,Morning,Android,Marketplace_3P,South,Returning,0,1.8,Low,0.018000000000000002,Returning / Core,48.29759999999999,False,48.29759999999999,Fee_50_COD,76.97548799999998
4010,5040,1030,0,4.9,1,830,10,1,0.1,3470,3,1,6,4,Tier 1,Home & Kitchen,CoD,Morning,Android,Local_SmallSeller,North,Returning,0,7.6,Low,0.076,Returning / Core,461.40959999999995,False,461.40959999999995,Prepaid_Incentive,472.2943199999999
8290,9580,1290,0,20.3,3,799,9,2,0.222,23320,7,2,19,0,Tier 3,Appliances,CoD,Evening,Android,Marketplace_3P,South,Returning,0,25.5,Medium,0.255,High RTO / High LTV,884.7420000000001,False,884.7420000000001,Prepaid_Incentive,945.2739
4680,5270,590,0,27.7,1,974,8,0,0.0,5170,7,0,14,6,Tier 3,Electronics,Prepaid,Afternoon,Android,Flagship_1P,South,Returning,0,8.7,Low,0.087,Returning / Core,536.6135999999999,False,536.6135999999999,Prepaid_Incentive,550.3561199999999
11130,12630,1500,0,2.0,2,17,1,0,0.0,2150,1,0,21,5,Tier 2,Electronics,CoD,Evening,Android,Flagship_1P,South,New,0,41.6,Medium,0.41600000000000004,High RTO / Low LTV,1108.7967999999998,False,1108.7967999999998,Prepaid_Incentive,1233.53856
280,280,0,40,12.7,1,43,2,1,0.5,2010,1,1,9,2,Tier 3,Grocery,CoD,Morning,Android,Marketplace_3P,East,Returning,0,19.6,Low,0.196,High RTO / Low LTV,11.804799999999993,False,11.804799999999993,Fee_50_COD,51.969024
11180,13520,2340,0,5.4,1,1374,25,12,0.48,84470,6,5,1,0,Tier 2,Appliances,CoD,Late_Night,Android,Local_SmallSeller,West,Returning,0,24.7,Medium,0.247,High RTO / High LTV,1206.4415999999999,False,1206.4415999999999,Prepaid_Incentive,1280.77872
13470,15040,1570,0,8.1,1,1428,20,6,0.3,13820,14,6,5,2,Tier 2,Electronics,CoD,Morning,Android,Marketplace_3P,North,Returning,0,14.8,Low,0.14800000000000002,High RTO / Low LTV,1521.8576,False,1521.8576,Prepaid_Incentive,1573.8559200000002
500,560,60,0,9.8,1,792,10,0,0.0,16080,4,0,16,2,Tier 2,Grocery,CoD,Afternoon,Android,Local_SmallSeller,North,Returning,0,8.7,Low,0.087,Returning / Core,49.56,False,49.56,Fee_50_COD,78.92280000000001
1980,2260,280,0,19.5,1,1056,17,2,0.118,5250,8,2,5,4,Tier 3,Fashion,Prepaid,Morning,iOS,Marketplace_3P,East,Returning,0,5.4,Low,0.054000000000000006,Returning / Core,227.92319999999995,False,227.92319999999995,Prepaid_Incentive,233.24543999999997
860,1010,150,0,14.1,1,211,2,0,0.0,4670,2,0,23,1,Tier 1,Fashion,CoD,Late_Night,Android,Marketplace_3P,North,Returning,0,11.0,Low,0.11,Returning / Core,88.41599999999998,False,88.41599999999998,Fee_50_COD,108.58608000000002
690,840,150,0,7.0,1,164,7,1,0.143,7820,1,1,21,1,Tier 1,Beauty,Prepaid,Evening,Android,Local_SmallSeller,North,Returning,0,3.0,Low,0.03,Returning / Core,78.97199999999998,False,78.97199999999998,Fee_50_COD,100.18835999999999
14170,16520,2350,0,2.1,2,54,2,0,0.0,1330,2,0,18,2,Tier 2,Mobiles,CoD,Evening,Android,Flagship_1P,Central,Returning,0,19.6,Low,0.196,High RTO / Low LTV,1569.7072,False,1569.7072,Prepaid_Incentive,1641.58824
1960,2640,680,0,10.3,1,1194,18,5,0.278,28480,11,5,19,1,Tier 1,Fashion,Prepaid,Evening,Android,Marketplace_3P,West,Returning,0,2.6,Low,0.026000000000000002,Low RTO / High LTV,230.56160000000003,False,230.56160000000003,Prepaid_Incentive,233.11272000000002
1910,2000,90,0,19.2,1,1366,16,5,0.312,17730,5,4,16,5,Tier 3,Fashion,Prepaid,Afternoon,Android,Flagship_1P,West,Returning,0,7.3,Low,0.073,Returning / Core,216.32280000000003,False,216.32280000000003,Prepaid_Incentive,223.40526000000003
1020,1110,90,0,3.9,2,104,1,0,0.0,3150,0,0,21,3,Tier 3,Beauty,Prepaid,Evening,Android,Marketplace_3P,Central,New,0,8.7,Low,0.087,New Users,110.1504,False,110.1504,Fee_50_COD,124.58275200000001
8570,10810,2240,0,7.6,3,533,10,2,0.2,37080,6,2,7,4,Tier 2,Appliances,Prepaid,Morning,Android,Marketplace_3P,South,Returning,0,7.3,Low,0.073,Low RTO / High LTV,996.0756000000001,False,996.0756000000001,Prepaid_Incentive,1013.8540200000001
1080,1150,70,0,30.1,1,1364,20,3,0.15,17220,7,3,5,0,Tier 3,Fashion,CoD,Morning,Android,Marketplace_3P,North,Returning,0,13.7,Low,0.13699999999999998,Returning / Core,109.98160000000003,False,109.98160000000003,Fee_50_COD,125.34040800000002
8310,8810,500,0,4.1,1,719,10,1,0.1,26160,8,1,9,4,Tier 2,Electronics,Prepaid,Morning,iOS,Local_SmallSeller,West,Returning,0,7.6,Low,0.076,Low RTO / High LTV,964.3376000000001,False,964.3376000000001,Prepaid_Incentive,982.41192
890,1080,190,0,13.3,1,908,13,6,0.462,15300,6,6,5,6,Tier 2,Beauty,CoD,Morning,Android,Marketplace_3P,North,Returning,0,9.7,Low,0.09699999999999999,Returning / Core,93.64679999999998,False,93.64679999999998,Fee_50_COD,112.313484
930,980,50,0,13.9,2,1471,23,8,0.348,65420,18,8,7,1,Tier 3,Beauty,CoD,Morning,Android,Marketplace_3P,East,Returning,0,13.7,Low,0.13699999999999998,Low RTO / High LTV,92.80360000000002,False,92.80360000000002,Prepaid_Incentive,103.14162000000002
7800,8010,210,0,3.8,2,1298,20,8,0.4,62950,14,8,20,5,Tier 1,Mobiles,Prepaid,Evening,Android,Flagship_1P,South,Returning,0,4.0,Low,0.04,Low RTO / High LTV,919.52,False,919.52,Prepaid_Incentive,928.584
